1j09A04,1.10.8.70
3bjqJ00,3.90.1690.10
1nkzA00,4.10.220.20
1lghA00,4.10.220.20
1b35D00,4.10.690.10
1gvnA00,1.10.8.130
1go3F02,1.10.287.420
2qm4C02,1.10.287.450
1m5iA00,1.10.287.450
1ku9A02,1.10.287.450
2endA00,1.10.440.10
1xg0C00,1.10.490.20
1jboA00,1.10.490.20
1kn1B00,1.10.490.20
1f0lB02,1.10.490.40
2vb1A00,1.10.530.10
1b9oA00,1.10.530.10
3cb7A00,1.10.530.10
1qsaA03,1.10.530.10
1ltmA02,1.10.530.10
1am7A00,1.10.530.10
1gbsA00,1.10.530.10
1dxjA01,1.10.530.10
1xsfA00,1.10.530.10
1ah7A00,1.10.575.10
1ca1A01,1.10.575.10
1ak0A00,1.10.575.10
1m3qA02,1.10.1670.10
1pu6A01,1.10.1670.10
1ornA02,1.10.1670.10
1xg7B01,1.10.1670.10
1kg2A01,1.10.1670.10
1xqoA01,1.10.1670.10
1mpgA03,1.10.1670.10
1keaA01,1.10.1670.10
1rrqA01,1.10.1670.10
2r4fD01,1.10.3270.10
1hw8A01,1.10.3270.10
1dqaD01,1.10.3270.10
2ijqA00,1.10.3450.10
2ijqB00,1.10.3450.10
1lreA00,1.20.81.10
1r12A01,1.20.82.10
2p0nA00,1.20.120.520
3caxA01,1.20.120.520
1su8A01,1.20.1270.30
1y2oA00,1.20.1270.80
2pmrA00,1.20.1270.90
2oo2A00,1.20.1270.90
2gf4A00,1.20.1270.110
2gf4B00,1.20.1270.110
2oyoA02,1.20.1290.10
2qeuB00,1.20.1290.10
1vkeE00,1.20.1290.10
2ouwB00,1.20.1290.10
1vkeB00,1.20.1290.10
1gu9C00,1.20.1290.10
3beyD00,1.20.1290.10
2q0tB01,1.20.1290.10
1v6pA00,2.10.60.10
1f94A00,2.10.60.10
2j8bA00,2.10.60.10
2vlwA00,2.10.60.10
1hc9A00,2.10.60.10
1tgxA00,2.10.60.10
1fasA00,2.10.60.10
2h62C00,2.10.60.10
1bteA00,2.10.60.10
1m9zA00,2.10.60.10
2pjyC00,2.10.60.10
1mr6A00,2.10.60.10
1tfsA00,2.10.60.10
1qf8A02,2.20.25.20
1jwhC02,2.20.25.20
3vubA00,2.30.30.110
1m1fB00,2.30.30.110
1ub4B00,2.30.30.110
1ne8A00,2.30.30.110
2f1lA02,2.30.30.240
1pm3A00,2.30.30.240
1gvkB02,2.40.10.10
2h5cA02,2.40.10.10
1pq7A01,2.40.10.10
1hj9A01,2.40.10.10
1a7sA01,2.40.10.10
1pq7A02,2.40.10.10
2f91A02,2.40.10.10
1hj9A02,2.40.10.10
1hj8A02,2.40.10.10
2bvrH02,2.40.10.10
1eaxA02,2.40.10.10
2qxiA02,2.40.10.10
1a7sA02,2.40.10.10
1gvkB01,2.40.10.10
2zu1A01,2.40.10.10
1arbA01,2.40.10.10
3dfjA02,2.40.10.10
2jkhA02,2.40.10.10
2anyA02,2.40.10.10
3beuA02,2.40.10.10
1gvzA02,2.40.10.10
2halA01,2.40.10.10
2aiqA02,2.40.10.10
2o8lA01,2.40.10.10
2h5cA01,2.40.10.10
1p3cA02,2.40.10.10
2h2zA01,2.40.10.10
1gj7B02,2.40.10.10
1gvzA01,2.40.10.10
2halA02,2.40.10.10
1eaxA01,2.40.10.10
2jkhA01,2.40.10.10
2bz6H02,2.40.10.10
1bioA02,2.40.10.10
2qa9E02,2.40.10.10
1p3cA01,2.40.10.10
1bioA01,2.40.10.10
1nn6A01,2.40.10.10
1gctA01,2.40.10.10
2bvrH01,2.40.10.10
1eq9A01,2.40.10.10
1yphE00,2.40.10.10
1agjA02,2.40.10.10
2o8lA02,2.40.10.10
1yphC00,2.40.10.10
2qa9E01,2.40.10.10
2o8tA01,2.40.10.10
1p57B02,2.40.10.10
1arbA02,2.40.10.10
1nn6A02,2.40.10.10
1lvmA01,2.40.10.10
2hlcA01,2.40.10.10
1lvmA02,2.40.10.10
1lcyA01,2.40.10.10
1y8tB02,2.40.10.10
1elvA02,2.40.10.10
2hlcA02,2.40.10.10
3dfjA01,2.40.10.10
1ym0A02,2.40.10.10
2asuB01,2.40.10.10
1rrkA02,2.40.10.10
1elvA01,2.40.10.10
2asuB02,2.40.10.10
2r0lA02,2.40.10.10
1fiwA02,2.40.10.10
1agjA01,2.40.10.10
2j92A02,2.40.10.10
2qf3B02,2.40.10.10
2h2zA02,2.40.10.10
1sotA01,2.40.10.10
1lvbA01,2.40.10.10
2hrvA02,2.40.10.10
1q3xA03,2.40.10.10
1orfA02,2.40.10.10
2z9iC01,2.40.10.10
2zu1A02,2.40.10.10
1si5H01,2.40.10.10
2bhgA01,2.40.10.10
1lvoA02,2.40.10.10
1eptB00,2.40.10.10
2o8mA02,2.40.10.10
1svpA02,2.40.10.10
1lcyA02,2.40.10.10
1befA02,2.40.10.10
1l1jA01,2.40.10.10
1dleB02,2.40.10.10
2pkaA00,2.40.10.10
1riwB00,2.40.10.10
1mbmA01,2.40.10.10
2pkaB00,2.40.10.10
1mbmA02,2.40.10.10
1ezxC00,2.40.10.10
1svpA01,2.40.10.10
1ky9A01,2.40.10.10
2hntC00,2.40.10.10
2hntE00,2.40.10.10
1eptA00,2.40.10.10
2hrvA01,2.40.10.10
1gpzA02,2.40.10.10
1i82A00,2.60.40.1190
1ulvA04,2.60.40.1190
1lxmA04,2.60.40.1380
1llaA02,2.60.40.1520
1sdwA02,2.60.120.230
1pgsA01,2.60.120.230
1pgsA02,2.60.120.230
1cq3A00,2.60.240.10
2jrrA01,2.60.260.40
2jz8A00,2.60.260.40
1muwA00,3.20.20.150
1d8wC00,3.20.20.150
1qtwA00,3.20.20.150
2qw5A00,3.20.20.150
1i60A00,3.20.20.150
3cnyA00,3.20.20.150
1k77A00,3.20.20.150
1a0cA00,3.20.20.150
1tz9A00,3.20.20.150
3bwwA01,3.20.20.150
2q02A00,3.20.20.150
1ny1A00,3.20.20.370
2qv5A01,3.20.20.370
2i5iA00,3.20.20.370
2nlyA00,3.20.20.370
1r0rI00,3.30.60.30
2erwA00,3.30.60.30
1n13E00,3.30.60.30
1tgsI00,3.30.60.30
4sgbI00,3.30.60.30
1pjuA02,3.30.60.30
1ldtL00,3.30.60.30
1z7kB00,3.30.60.30
1lr7A00,3.30.60.30
1nubA01,3.30.60.30
1iw4A00,3.30.60.30
2jxdA00,3.30.60.30
1mlaA01,3.30.70.250
1nm2A01,3.30.70.250
3cj8C02,3.30.70.250
3bv8A00,3.30.70.250
2rb7A02,3.30.70.360
1vgyA02,3.30.70.360
2v8hA02,3.30.70.360
1z2lA02,3.30.70.360
1xmbA02,3.30.70.360
1vixA02,3.30.70.360
3ct9A02,3.30.70.360
1cg2A02,3.30.70.360
2pokA02,3.30.70.360
1f9yA00,3.30.70.560
1qd1A02,3.30.70.670
2jyaA00,3.30.160.190
1qnaA01,3.30.310.10
1qnaA02,3.30.310.10
2z8uB02,3.30.310.10
2g30A02,3.30.310.10
1cxqA00,3.30.420.10
1jl1A00,3.30.420.10
2guiA00,3.30.420.10
1exqA00,3.30.420.10
2igiB00,3.30.420.10
2py5A01,3.30.420.10
1io2A01,3.30.420.10
2qxfA01,3.30.420.10
2hhvA01,3.30.420.10
1w0hA00,3.30.420.10
1qssA01,3.30.420.10
2zd1A05,3.30.420.10
1hjrA00,3.30.420.10
1vk0A00,3.30.420.10
2p1jA01,3.30.420.10
2rkiA05,3.30.420.10
2kfnA01,3.30.420.10
2w42B02,3.30.420.10
1x9mA01,3.30.420.10
1noyB02,3.30.420.10
1bcoA01,3.30.420.10
1kcfB00,3.30.420.10
1lwcA05,3.30.420.10
1uocB00,3.30.420.10
3djhA00,3.30.429.10
1dptA00,3.30.429.10
1u9dA00,3.30.429.10
1mwwB00,3.30.429.10
1otgA00,3.30.429.10
3c6vA00,3.30.429.10
2eiyB01,3.30.470.10
3daaA01,3.30.470.10
1i2kA01,3.30.470.10
2hg8A01,3.30.470.10
3cswC01,3.30.470.10
3cebA01,3.30.470.10
1kjqB03,3.30.470.20
2cnqA02,3.30.470.20
2r85A02,3.30.470.20
1a9xA06,3.30.470.20
1gsoA03,3.30.470.20
2fb9A02,3.30.470.20
1iowA02,3.30.470.20
3ethA02,3.30.470.20
2fp4B01,3.30.470.20
2ywvA02,3.30.470.20
1i7nA03,3.30.470.20
1ehiA02,3.30.470.20
2olsA02,3.30.470.20
1gsaA02,3.30.470.20
1m0wA02,3.30.470.20
2pn1A03,3.30.470.20
1vkzA03,3.30.470.20
1kblA06,3.30.470.20
1ulzA03,3.30.470.20
1n91A00,3.30.1200.10
1jrmA00,3.30.1200.10
1bxyA00,3.30.1390.20
1vq8W01,3.30.1390.20
1jg5A00,3.30.1410.10
3d7aA01,3.30.1440.10
1vq8D00,3.30.1440.10
2nrqA00,3.30.1440.10
1iq4A00,3.30.1440.10
2nwuB01,3.30.1440.10
2ogkB00,3.30.1440.10
1hywA00,3.30.1580.10
1jkxA00,3.40.50.170
2bw0A01,3.40.50.170
1fmtA01,3.40.50.170
2qipA00,3.40.50.1010
1v96A00,3.40.50.1010
1taqA01,3.40.50.1010
1o4wA00,3.40.50.1010
1xo1A02,3.40.50.1010
1v8pF00,3.40.50.1010
1a76A01,3.40.50.1010
1tfrA01,3.40.50.1010
1bgxT01,3.40.50.1010
1s2dA00,3.40.50.1810
1f8yA00,3.40.50.1810
1v8dC00,3.40.50.10360
1c1dA01,3.40.192.10
1bgvA02,3.40.192.10
1nytA01,3.40.192.10
2hk9B01,3.40.192.10
1p77A01,3.40.192.10
1vi2A01,3.40.192.10
1gtmA01,3.40.192.10
1lehA01,3.40.192.10
1npyA01,3.40.192.10
1a4iA02,3.40.192.10
1edzA02,3.40.192.10
2hqvA00,3.40.1570.10
2o3iA01,3.40.1610.10
2aj2A01,3.40.1740.10
2ntkB00,3.60.20.20
2z06A00,3.60.21.30
1t71A00,3.60.21.30
1dkgA01,3.90.20.20
1rzhH02,3.90.50.10
1t2dA02,3.90.110.10
1y7tA02,3.90.110.10
1mldA02,3.90.110.10
6ldhA02,3.90.110.10
1lldA02,3.90.110.10
1o6zA01,3.90.110.10
1hyeA02,3.90.110.10
1hyhC02,3.90.110.10
1ojuA02,3.90.110.10
1s6yA02,3.90.110.10
1u8xX02,3.90.110.10
2mdhA02,3.90.110.10
2ih2A02,3.90.220.10
1vqzA01,3.90.1550.10
2p0lA00,3.90.1550.10
1icfI00,4.10.800.10
1z9iA01,4.10.1140.10
1qrvA00,1.10.30.10
1gt0D00,1.10.30.10
1cktA00,1.10.30.10
1hsmA00,1.10.30.10
1l8yA00,1.10.30.10
2lefA00,1.10.30.10
1k99A00,1.10.30.10
1v63A00,1.10.30.10
1rq6A00,1.10.60.20
1af7A01,1.10.155.10
1o08A02,1.10.164.10
1qq5A02,1.10.164.10
2pkeA02,1.10.164.10
2hi0A02,1.10.164.10
3cnhB02,1.10.164.10
2hdoA02,1.10.164.10
1swvA02,1.10.164.10
2i6xA02,1.10.164.10
2zhjA02,1.10.220.10
2zhjA01,1.10.220.10
2hyvA04,1.10.220.10
2hyvA02,1.10.220.10
2hyvA03,1.10.220.10
2zhjA03,1.10.220.10
1n00A03,1.10.220.10
1n00A02,1.10.220.10
1n00A04,1.10.220.10
1n00A01,1.10.220.10
1avcA07,1.10.220.10
1dk5B01,1.10.220.10
2qwoB00,1.10.287.110
1fpoA01,1.10.287.110
2qsaA00,1.10.287.110
2ochA00,1.10.287.110
3bvoB01,1.10.287.110
1wjzA00,1.10.287.110
1fafA00,1.10.287.110
1n4cA01,1.10.287.110
1mw9X04,1.10.290.10
1i7dA04,1.10.290.10
1gkuB08,1.10.290.10
2qdyB01,1.10.472.20
1ugpB01,1.10.472.20
1hp8A00,1.10.810.10
1heiA03,1.10.820.10
8ohmA03,1.10.820.10
1xszA02,1.10.1000.11
1ku1A02,1.10.1000.11
2ck3F03,1.10.1140.10
1i2tA00,1.10.1900.10
2o4tA00,1.10.1900.10
2o3lA00,1.10.1900.10
1ifwA00,1.10.1900.10
2p06A00,1.10.3310.10
1onvB00,1.20.5.670
1kv4A00,1.20.5.750
1u57A00,1.20.5.760
2a3dA00,1.20.58.130
1wfdA00,1.20.58.280
1lb3A00,1.20.1260.10
2gyqA00,1.20.1260.10
1o9rA00,1.20.1260.10
3bt5A00,1.20.1260.10
2cf7A00,1.20.1260.10
3bvfA00,1.20.1260.10
1jigA00,1.20.1260.10
3fvbA00,1.20.1260.10
2rbdA01,1.20.1260.10
1tjoB00,1.20.1260.10
1lkoA01,1.20.1260.10
1vlgA00,1.20.1260.10
2qf9A01,1.20.1260.10
1nfvA00,1.20.1260.10
1j30A00,1.20.1260.10
1jkvA01,1.20.1260.10
2oh3A01,1.20.1260.10
2ib0A01,1.20.1260.10
2qqyA00,1.20.1260.10
2fjcB00,1.20.1260.10
1vjxA00,1.20.1260.10
2oc5A01,1.20.1260.10
2itbB00,1.20.1260.10
2yw6B00,1.20.1260.10
1ji4A00,1.20.1260.10
1otkA00,1.20.1260.10
1yyhB00,1.25.40.20
1bd8A00,1.25.40.20
2f8yB00,1.25.40.20
2bkgA00,1.25.40.20
1n0rA00,1.25.40.20
1awcB00,1.25.40.20
1n0qB00,1.25.40.20
1k1aA00,1.25.40.20
1uohA00,1.25.40.20
1s70B01,1.25.40.20
3c5rA00,1.25.40.20
1ympA00,1.25.40.20
1iknD00,1.25.40.20
1ycsB01,1.25.40.20
2dznA00,1.25.40.20
1s70B02,1.25.40.20
1sw6A00,1.25.40.20
1wdyA00,1.25.40.20
1bi7B00,1.25.40.20
1n11A00,1.25.40.20
2h6fA00,1.25.40.120
1dceA01,1.25.40.120
1be3I00,2.10.210.10
2engA00,2.40.40.10
2pnwA01,2.40.40.10
2hczX01,2.40.40.10
1bw3A00,2.40.40.10
1qb5D00,2.40.50.50
1ok0A00,2.60.40.20
3bwzA00,2.60.40.680
1tyjA00,2.60.40.680
1aohB00,2.60.40.680
1g1kA00,2.60.40.680
2g30A01,2.60.40.1150
1r17A02,2.60.40.1290
1n67A02,2.60.40.1290
1l7lA00,2.60.120.430
2bpa100,2.60.169.10
1khxA00,2.60.200.10
1j2fA00,2.60.200.10
1zoqA00,2.60.200.10
1u7vB00,2.60.200.10
1x0cA01,2.60.350.10
1h54A03,2.60.420.10
2bj0A00,2.70.170.10
2bg9B01,2.70.170.10
1vmoA00,2.100.10.20
3silA00,2.120.10.10
1f8dA00,2.120.10.10
1n1tA01,2.120.10.10
2jkbA02,2.120.10.10
1w0pA02,2.120.10.10
1nscA00,2.120.10.10
1w8oA01,2.120.10.10
1v0eD02,2.120.10.10
1e8uA00,2.120.10.10
1ezgA00,2.160.20.50
1hxrB00,2.170.150.10
1txjA00,2.170.150.10
1accA03,3.10.20.110
2c60A01,3.10.20.240
1wmhA00,3.10.20.240
1wmhB00,3.10.20.240
2nptC01,3.10.20.240
2nptB01,3.10.20.240
1oeyL00,3.10.20.240
1ip9A00,3.10.20.240
1tz1A00,3.10.20.240
1q1oA00,3.10.20.240
1fo8A02,3.10.180.20
2o2kA01,3.10.196.10
1w6gA02,3.10.450.40
2oqeA01,3.10.450.40
2ia7A00,3.10.450.40
2oqeA02,3.10.450.40
1oacA02,3.10.450.40
1w6gA01,3.10.450.40
1oacA04,3.10.450.40
1ksiA01,3.10.450.40
1ksiA02,3.10.450.40
1tu5A01,3.10.450.40
2c10A01,3.10.450.40
2gu3A01,3.10.450.40
2gu3A02,3.10.450.40
1tu5B02,3.10.450.40
2k0mA00,3.10.450.40
1t23A00,3.10.470.10
2o34A00,3.10.520.10
2ra9A01,3.10.540.10
2re3A01,3.10.540.10
3ci0J01,3.10.610.10
2r6oB00,3.20.20.450
2basB01,3.20.20.450
1yirA00,3.20.140.10
1ybeB01,3.20.140.10
2hg7A00,3.30.56.60
1fy7A01,3.30.60.60
3bzqA00,3.30.70.120
2dclA00,3.30.70.120
3ce8A00,3.30.70.120
1nh8A03,3.30.70.120
2vd3A03,3.30.70.120
1kn6A00,3.30.70.850
1tuwA00,3.30.70.1090
3grsA03,3.30.390.30
2eq6A03,3.30.390.30
1fecA03,3.30.390.30
1m6iA03,3.30.390.30
1nhpA03,3.30.390.30
2gqwA03,3.30.390.30
2a8xA03,3.30.390.30
2nvkX03,3.30.390.30
1q1rA03,3.30.390.30
1mo9A03,3.30.390.30
1ebdA03,3.30.390.30
1xdiA03,3.30.390.30
1xhcA03,3.30.390.30
1aopA01,3.30.413.10
1aopA03,3.30.413.10
1kptA00,3.30.430.10
1nwzA00,3.30.450.20
3f1pA00,3.30.450.20
1s67L00,3.30.450.20
3c8cB02,3.30.450.20
2j80B00,3.30.450.20
2r78C00,3.30.450.20
3c8cB01,3.30.450.20
3bwlD00,3.30.450.20
1d06A00,3.30.450.20
3by8A00,3.30.450.20
1mzuB00,3.30.450.20
1n9lA00,3.30.450.20
2qkpD00,3.30.450.20
3b33A00,3.30.450.20
2inwA01,3.30.450.20
3cwfA00,3.30.450.20
1oj5A00,3.30.450.20
2qhkA00,3.30.450.20
2p7jA02,3.30.450.20
1bywA00,3.30.450.20
2basA03,3.30.450.20
2p7jB03,3.30.450.20
1wa9A01,3.30.450.20
3cloC01,3.30.450.20
1wa9A02,3.30.450.20
1ll8A00,3.30.450.20
1nrjA00,3.30.450.60
2vglS00,3.30.450.60
2vglM01,3.30.450.60
2g64A00,3.30.479.10
1y13A00,3.30.479.10
1v5rA00,3.30.920.20
1whzA00,3.30.920.30
1oi2A02,3.30.1180.20
1j8bA00,3.30.1310.10
1pugC00,3.30.1310.10
1pugB00,3.30.1310.10
1nxuA02,3.30.1370.60
1v8cA02,3.30.1370.80
2py5A03,3.30.1770.10
3bu2A02,3.30.1940.10
1o7jA01,3.40.50.1170
2h8gA00,3.40.50.1580
2a8yA00,3.40.50.1580
2qdkA00,3.40.50.1580
1vhwA00,3.40.50.1580
3pnpA00,3.40.50.1580
1zosA00,3.40.50.1580
1g2oA00,3.40.50.1580
1je0C00,3.40.50.1580
2b94A01,3.40.50.1580
3bjeA01,3.40.50.1580
2guwC02,3.40.50.1580
3bl4A02,3.40.970.30
1vjuB00,3.40.1500.10
3cniA00,3.40.1710.10
1j5uA01,3.55.10.10
1jw3A00,3.55.10.10
1uf5A00,3.60.110.10
2w1vA00,3.60.110.10
1j31A00,3.60.110.10
1emsA01,3.60.110.10
2r4fA02,3.90.770.10
1r31A02,3.90.770.10
2dxaA00,3.90.960.10
1vjfA00,3.90.960.10
1hfeS00,4.10.260.20
1ul4A01,4.10.1100.10
2j5yA00,1.10.8.40
1j2nA00,1.10.150.220
1vibA00,1.10.287.120
1grjA01,1.10.287.180
2rdcA00,1.10.287.800
1sx3A01,1.10.560.10
1q3qA01,1.10.560.10
1e7lA02,1.10.720.10
1a62A01,1.10.720.10
2hjqA02,1.10.720.10
1fgjA01,1.10.780.10
1ou5A02,1.10.3090.10
1vl2B03,1.20.5.470
1vl2A03,1.20.5.470
1kqfB03,1.20.5.480
1go9A00,1.20.5.480
1avoB00,1.20.120.180
2i15A02,1.20.120.510
3bgeA01,1.20.272.10
2gnoA03,1.20.272.10
1a5tA03,1.20.272.10
1sxjE03,1.20.272.10
1iqpA03,1.20.272.10
1sxjB03,1.20.272.10
1sxjD03,1.20.272.10
1jr3C02,1.20.272.10
1fgjA02,1.20.850.10
1f5nA01,1.20.1000.10
1bg1A01,1.20.1050.20
2d48A00,1.20.1250.10
1lk3A00,1.20.1250.10
1m4rB00,1.20.1250.10
1bgcA00,1.20.1250.10
1m48B00,1.20.1250.10
1eteA00,1.20.1250.10
1n1fA00,1.20.1250.10
3besL00,1.20.1250.10
1exzB00,1.20.1250.10
1aluA00,1.20.1250.10
1b5lA00,1.20.1250.10
1z7cA00,1.20.1250.10
1eerA00,1.20.1250.10
1cnt300,1.20.1250.10
1ax8A00,1.20.1250.10
1v7mV00,1.20.1250.10
1wu3I00,1.20.1250.10
1evsA00,1.20.1250.10
2gmfA00,1.20.1250.10
1lkiA00,1.20.1250.10
1f45B00,1.20.1250.10
1i1rB00,1.20.1250.10
1hulA00,1.20.1250.10
3d48P00,1.20.1250.10
1lqsL01,1.20.1250.10
3bpoA00,1.20.1250.10
1jliA00,1.20.1250.10
1pw4A01,1.20.1250.20
1pw4A02,1.20.1250.20
1mp1A00,1.20.1390.10
1okcA00,1.50.40.10
2napA01,2.20.25.90
2iv2X01,2.20.25.90
1e8rA00,2.30.32.30
1jjdA00,2.30.170.10
2jn9A01,2.40.30.80
1b3qA04,2.40.50.180
1kmoA02,2.40.170.20
2gskA02,2.40.170.20
1fepA02,2.40.170.20
2fcpA02,2.40.170.20
2a9dA02,2.60.40.650
1dceA02,2.60.40.1130
3brdA01,2.60.40.1450
1ahsA00,2.60.120.170
1bvp102,2.60.120.170
1qhdA01,2.60.120.170
2bdrA00,2.60.120.480
1pm4A00,2.60.120.510
3bywB00,2.60.120.610
1tg7A03,2.60.390.10
1ofzA00,2.120.10.70
1h2wA02,2.130.10.120
2jovA01,3.10.530.10
1ba1A02,3.30.30.30
1dkgD02,3.30.30.30
2qxlA02,3.30.30.30
2rhqB04,3.30.56.20
1fx2A00,3.30.70.1230
1azsA00,3.30.70.1230
1azsB00,3.30.70.1230
2nocA01,3.30.70.1310
2j8sA03,3.30.70.1320
1vi7A01,3.30.230.30
1n62B03,3.30.365.10
1vlbA04,3.30.365.10
1n62B02,3.30.365.10
1vlbA06,3.30.365.10
1vlbA07,3.30.365.10
1n62B05,3.30.365.10
1fiqC04,3.30.365.10
1vlbA05,3.30.365.10
1jroB02,3.30.365.10
1ffvB04,3.30.365.10
1n62B04,3.30.365.10
1fiqC03,3.30.365.10
1fiqC05,3.30.365.10
1t6cA02,3.30.420.150
3cerE02,3.30.420.150
1m15A02,3.30.590.10
2bvcA02,3.30.590.10
3covA02,3.30.1300.10
1ihoA02,3.30.1300.10
1sauA01,3.30.1420.10
2v4jC01,3.30.1420.10
1m0wA05,3.30.1490.50
1vajA02,3.30.1490.150
3do6A02,3.30.1510.10
3bq9A01,3.30.1850.10
3bqwA02,3.30.1930.10
1c4kA01,3.40.50.220
3bedA00,3.40.50.510
1pdoA00,3.40.50.510
3b48B00,3.40.50.510
1amuB01,3.40.50.980
1lciA01,3.40.50.980
1mdbA01,3.40.50.980
1t5hX01,3.40.50.980
1amuA02,3.40.50.980
1lciA02,3.40.50.980
1t5hX02,3.40.50.980
1mdbA02,3.40.50.980
1fuiA01,3.40.50.1070
2h1vA01,3.40.50.1400
2h1vA02,3.40.50.1400
2hrcA02,3.40.50.1400
2hrcA01,3.40.50.1400
1tjnA00,3.40.50.1400
1qgoA02,3.40.50.1400
1qgoA01,3.40.50.1400
1eiwA00,3.40.50.9200
1uehA00,3.40.1180.10
1h8eG02,3.40.1380.10
1fs0G01,3.40.1380.10
2ob5A00,3.40.1650.10
1dl5A02,3.55.20.10
1vzyA01,3.55.30.10
1hw7A01,3.55.30.10
1rv9A00,3.60.140.10
1xfjA00,3.60.140.10
2au7A00,3.90.80.10
1e9gB00,3.90.80.10
1g3pA02,3.90.450.1
1epuA02,3.90.830.10
1mqsA03,3.90.830.10
2a6hC02,3.90.1100.10
3fegA02,3.90.1200.10
3csvA02,3.90.1200.10
2ppqA02,3.90.1200.10
2q83A02,3.90.1200.10
3fi8A02,3.90.1200.10
2qg7D02,3.90.1200.10
2bkkC02,3.90.1200.10
1nd4A02,3.90.1200.10
1kl7A01,3.90.1380.10
2h21A02,3.90.1420.10
2py5A06,4.10.80.30
2pw9A01,4.10.80.30
2r7fA03,4.10.80.30
2jhmF02,4.10.530.10
1fzdA02,4.10.530.10
2j5zA02,4.10.530.10
1pbyC00,4.10.940.10
2gnoA02,1.10.8.250
2ohfA03,1.10.150.300
1dekA02,1.10.238.70
3bpjB00,1.10.246.60
1cipA02,1.10.400.10
1zcbA02,1.10.400.10
1aztB02,1.10.400.10
1bgfA00,1.10.532.10
2qisA00,1.10.600.10
2h8oA00,1.10.600.10
1ezfA00,1.10.600.10
3bnyD00,1.10.600.10
1n1bB02,1.10.600.10
1wy0A00,1.10.600.10
1yyqB00,1.10.600.10
5eauA02,1.10.600.10
1v4eA00,1.10.600.10
1ps1A00,1.10.600.10
3d3bA00,1.10.940.10
1tzvA00,1.10.940.10
1sqgA01,1.10.940.10
1eyvB00,1.10.940.10
1q8cA00,1.10.940.10
1a9xA04,1.10.1030.10
1t36A04,1.10.1030.10
1qhdA02,1.10.1350.10
2cxnA03,1.10.1390.10
2o2cA03,1.10.1390.10
2pbyA02,1.10.1500.10
1y8qD02,1.10.3240.10
1jy2O00,1.20.5.50
1jy2S00,1.20.5.50
2oyhA00,1.20.5.50
1jy2N00,1.20.5.50
1fzgA00,1.20.5.50
1lwuC03,1.20.5.50
1fzcB03,1.20.5.50
1lwuB03,1.20.5.50
1fzcC03,1.20.5.50
2oyhE01,1.20.5.50
1n73D00,1.20.5.50
1m1jC03,1.20.5.50
1m1jB03,1.20.5.50
1m1jA00,1.20.5.50
1j1jA01,1.20.58.190
2fupA00,1.20.58.300
1jr8A00,1.20.120.310
1oqcB00,1.20.120.310
1eo0A00,1.20.930.10
1wjtA00,1.20.930.10
3ckdA01,1.20.1270.130
1ldjA03,1.20.1310.10
1ldjA04,1.20.1310.10
1ldjA02,1.20.1310.10
1ldjA01,1.20.1310.10
1yo7A00,1.20.1440.10
1zcdA00,1.20.1530.10
1qazA00,1.50.10.110
1bcoA02,2.30.30.130
1m9sA05,2.30.30.170
1m9sA04,2.30.30.170
2hmaA02,2.30.30.280
1xjvA02,2.40.50.210
1im3D00,2.60.40.1200
1jv2A04,2.60.40.1530
2vhkA00,2.60.110.10
1vpsB00,2.60.175.10
3bwrA00,2.60.175.10
1sva400,2.60.175.10
1k7iA01,2.150.10.10
1p9hA00,2.150.10.10
1ewfA01,3.15.10.10
2eiyB02,3.20.10.10
2hg8A02,3.20.10.10
3daaA02,3.20.10.10
1i2kA02,3.20.10.10
3cswA02,3.20.10.10
3cebA02,3.20.10.10
1ptqA00,3.30.60.20
2gviA03,3.30.60.20
3cxlA02,3.30.60.20
1faqA00,3.30.60.20
1kbeA00,3.30.60.20
1tbnA00,3.30.60.20
1rfhA01,3.30.60.20
1nxuA03,3.30.60.50
2qolA01,3.30.200.20
2a2aB01,3.30.200.20
3bqcA02,3.30.200.20
2cnqA01,3.30.200.20
2izrA01,3.30.200.20
1t46A01,3.30.200.20
3f66B01,3.30.200.20
3bu3A01,3.30.200.20
1z57A01,3.30.200.20
1ia8A01,3.30.200.20
1uu3A02,3.30.200.20
3cc6A01,3.30.200.20
2j0iA01,3.30.200.20
1opjA01,3.30.200.20
1fmkA03,3.30.200.20
1wakA01,3.30.200.20
1qpcA01,3.30.200.20
3f61A01,3.30.200.20
1wbsA01,3.30.200.20
3e64A01,3.30.200.20
1xwsA01,3.30.200.20
2vgpB01,3.30.200.20
2r3iA01,3.30.200.20
3fpqA01,3.30.200.20
1xbbA01,3.30.200.20
1q5kA01,3.30.200.20
2oibA01,3.30.200.20
2ppqA01,3.30.200.20
3c0iA01,3.30.200.20
3eqrB01,3.30.200.20
2rkuA01,3.30.200.20
2h6dA01,3.30.200.20
2b9hA01,3.30.200.20
1x8bA01,3.30.200.20
2b1pA01,3.30.200.20
1lufA01,3.30.200.20
2j51A01,3.30.200.20
3f3zA01,3.30.200.20
2f57B01,3.30.200.20
1ob3A01,3.30.200.20
2bkkA01,3.30.200.20
1rdqE02,3.30.200.20
1tkiA01,3.30.200.20
1vjyA01,3.30.200.20
2z7rA01,3.30.200.20
2i6lA01,3.30.200.20
1kutB01,3.30.200.20
2evaA01,3.30.200.20
2rgpA01,3.30.200.20
1o6lA02,3.30.200.20
2z02A01,3.30.200.20
1fvrA01,3.30.200.20
3bceA01,3.30.200.20
